LinkIDProduct,LinkIDPrompt,LinkIDSubassembly,LinkIDWorkOrder,ID,
238IJQOYJXXF,238VOQ7YHAP10,,238VOPSEPRUE,7b0cb058-997a-4b70-b5b5-06af22e56c71
238IJQOYJXXF,238VOQ7YHAR10,,238VOPSEPRUE,5e99d1c3-b1fc-4b82-9d07-06af22e56c71
238IJQOYJXXF,238VOQ7YHAT10,,238VOPSEPRUE,cccb2486-b14a-42c4-aacb-06af22e56c71
238IJQOYJXXF,238VOQ7YHAV10,,238VOPSEPRUE,91eef21d-de12-435b-8731-06af22e56c71
238IJQOYJXXF,238VOQ7YHAX10,,238VOPSEPRUE,13834d2e-b5d2-4fd7-a3f4-06af22e56c71
238IJQOYJXXF,238VOQ7YHAZ10,,238VOPSEPRUE,77094e65-a7e6-4b70-8cc1-06af22e56c71
238IJQOYJXXF,238VOQ7YHB110,,238VOPSEPRUE,27c4e2d4-87ba-40cf-8be7-06af22e56c71
238IJQOYJXXF,238VOQ7YHB310,,238VOPSEPRUE,32a100af-ffd0-46c6-b72f-06af22e56c71
238IJQOYJXXF,238VOQ7YHB510,,238VOPSEPRUE,d87cfe9a-026d-4da5-a416-06af22e56c71
238IJQOYJXXF,238VOQ7YHB710,,238VOPSEPRUE,56ba4831-40fe-4163-9674-06af22e56c71
238IJQOYJXXF,238VOQ7YHB910,,238VOPSEPRUE,1a887677-9c7e-4dde-9c0c-06af22e56c71
238IJQOYJXXF,238VOQ7YHBB10,,238VOPSEPRUE,4421d531-62fa-4d8e-96f0-06af22e56c71
238IJQOYJXXF,238VOQ7YHBD10,,238VOPSEPRUE,fc51ef81-3287-4b80-9c05-06af22e56c71
238IJQOYJXXF,238VOQ7YHBF10,,238VOPSEPRUE,61f2ec77-32d5-4eca-87e1-06af22e56c71
238IJQOYJXXF,238VOQ7YHBH10,,238VOPSEPRUE,a9c0d970-bff8-4a20-9edb-06af22e56c71
238IJQOYJXXF,238VOQ7YHBJ10,,238VOPSEPRUE,2b54590f-ccaf-4b7c-b811-06af22e56c71
238IJQOYJXXF,238VOQ7YHBL10,,238VOPSEPRUE,7d3b081a-f651-425f-95ef-06af22e56c71
238IJQOYJXXF,238VOQ7YHBN10,,238VOPSEPRUE,572fd0e6-9655-4d38-88ab-06af22e56c71
238IJQOYJXXF,238VOQ7YHBP10,,238VOPSEPRUE,277cca1b-b983-42b8-bd65-06af22e56c71
238IJQOYJXXF,238VOQ7YHBR10,,238VOPSEPRUE,e8d32b2f-b112-4fae-879b-06af22e56c71
238IJQOYJXXF,238VOQ7YHBZ10,,238VOPSEPRUE,f6c30d8a-fdf2-4f0b-b689-06af22e56c71
